menu,restaurant,happy_winter,happy_winter_snow,happy_winter_rain,happy_fall,happy_fall_rain,happy_summer,happy_summer_rain,happy_spring,happy_spring_rain,sad_spring_rain,sad_spring,sad_summer_rain,sad_summer,sad_fall_rain,sad_fall,sad_winter_rain,sad_winter,sad_winter_snow,angry_winter,angry_winter_snow,angry_winter_rain,angry_fall,angry_fall_rain,angry_summer,angry_summer_rain,angry_spring,angry_spring_rain
치즈볼카츠,연돈볼카츠,0.1,0.1,0.55,0.1,0.55,0.1,0.55,0.1,0.55,1.05,0.6,1.05,0.6,1.05,0.6,1.05,0.6,1.05,0,0,0.45,0,0.45,0,0.45,0,0.45
닭곱새,성성식당,0.1,-0.2,0.45,0.55,0.9,0.15,0.5,0.6,0.95,1.25,0.9,0.8,0.45,1.2,0.85,0.75,0.4,0.75,0,-0.3,0.35,0.45,0.8,0.05,0.4,0.5,0.85
이태리찜닭,성성식당,0.1,-0.2,0.5,0.1,0.5,0.55,0.95,0.6,1,1.3,0.9,1.25,0.85,0.8,0.4,0.8,0.4,0.8,0,-0.3,0.4,0,0.4,0.45,0.85,0.5,0.9
코코넛커리찜닭,성성식당,0.1,-0.2,0.5,0.25,0.65,0.55,0.95,0.6,1,1.3,0.9,1.25,0.85,0.95,0.55,0.8,0.4,0.8,0,-0.3,0.4,0.15,0.55,0.45,0.85,0.5,0.9
간장찜닭,성성식당,0.1,0,0.5,0.55,0.95,0.55,0.95,0.6,1,1.3,0.9,1.25,0.85,1.25,0.85,0.8,0.4,0.8,0,-0.1,0.4,0.45,0.85,0.45,0.85,0.5,0.9
무뼈불닭발볶음,성성식당,0.1,0.1,0.5,0.55,0.95,0.15,0.55,0.6,1,1.3,0.9,0.85,0.45,1.25,0.85,0.8,0.4,0.8,0.9,0.9,1.3,1.35,1.75,0.95,1.35,1.4,1.8
닭볶음탕 (약불/중불/지옥불),성성식당,0.1,0,0.5,0.55,0.95,0.15,0.55,0.6,1,1.6,1.2,1.15,0.75,1.55,1.15,1.1,0.7,1.1,0,-0.1,0.4,0.45,0.85,0.05,0.45,0.5,0.9
곱볶음탕(중불),성성식당,0.1,-0.2,0.5,0.55,0.95,0.15,0.55,0.6,1,1.6,1.2,1.15,0.75,1.55,1.15,1.1,0.7,1.1,0,-0.3,0.4,0.45,0.85,0.05,0.45,0.5,0.9
치즈닭떡볶이,성성식당,0.1,-0.2,0.5,0.1,0.5,0.1,0.5,0.6,1,1.5,1.1,1,0.6,1,0.6,1,0.6,1,0,-0.3,0.4,0,0.4,0,0.4,0.5,0.9
성성닭무침,성성식당,0.1,0,0.5,0.55,0.95,0.15,0.55,0.6,1,1.3,0.9,0.85,0.45,1.25,0.85,0.8,0.4,0.8,0,-0.1,0.4,0.45,0.85,0.05,0.45,0.5,0.9
닭한마리,성성식당,0.1,0,0.5,0.55,0.95,0.15,0.55,0.6,1,1.6,1.2,1.15,0.75,1.55,1.15,1.1,0.7,1.1,0,-0.1,0.4,0.45,0.85,0.05,0.45,0.5,0.9
제주돼지 부대찌개,성성식당,0.1,0,0.45,0.55,0.9,0.15,0.5,0.6,0.95,1.55,1.2,1.1,0.75,1.5,1.15,1.05,0.7,1.05,0,-0.1,0.35,0.45,0.8,0.05,0.4,0.5,0.85
성성냉국수,성성식당,0.1,0,-0.05,0.55,0.4,0.15,2.78E-17,0.6,0.45,0.95,1.1,0.5,0.65,0.9,1.05,0.45,0.6,0.45,0,-0.1,-0.15,0.45,0.3,0.05,-0.1,0.5,0.35
성성비빔국수,성성식당,0.1,0,-0.05,0.55,0.4,0.15,2.78E-17,0.6,0.45,0.95,1.1,0.5,0.65,0.9,1.05,0.45,0.6,0.45,0,-0.1,-0.15,0.45,0.3,0.05,-0.1,0.5,0.35
성성닭조림,성성식당,0.1,0,0.5,0.55,0.95,0.15,0.55,0.6,1,1.3,0.9,0.85,0.45,1.25,0.85,0.8,0.4,0.8,0,-0.1,0.4,0.45,0.85,0.05,0.45,0.5,0.9
치즈듬뿍 닭갈비볶음밥,성성식당,0.1,-0.2,0.5,0.55,0.95,0.1,0.5,0.6,1,1.3,0.9,0.8,0.4,1.25,0.85,0.8,0.4,0.8,0.7,0.4,1.1,1.15,1.55,0.7,1.1,1.2,1.6
치즈매운철판닭갈비,백철판,0.1,0,0.5,0.55,0.95,0.1,0.5,0.55,0.95,1.25,0.85,0.8,0.4,1.25,0.85,0.8,0.4,0.8,0,-0.1,0.4,0.45,0.85,0,0.4,0.45,0.85
매운철판닭갈비,백철판,0.1,0,0.45,0.55,0.9,0.1,0.45,0.55,0.9,1.2,0.85,0.75,0.4,1.2,0.85,0.75,0.4,0.75,0,-0.1,0.35,0.45,0.8,0,0.35,0.45,0.8
간장철판닭갈비,백철판,0.1,0,0.45,0.55,0.9,0.1,0.45,0.55,0.9,1.2,0.85,0.75,0.4,1.2,0.85,0.75,0.4,0.75,0.7,0.6,1.05,1.15,1.5,0.7,1.05,1.15,1.5
쭈삼철판볶음,백철판,0.1,0,0.45,0.55,0.9,0.15,0.5,0.55,0.9,1.2,0.85,0.8,0.45,1.2,0.85,0.75,0.4,0.75,0.7,0.6,1.05,1.15,1.5,0.75,1.1,1.15,1.5
우삼겹철판볶음,백철판,0.1,0.6,0.45,0.55,0.9,0.1,0.45,0.55,0.9,1.2,0.85,0.75,0.4,1.2,0.85,0.75,0.4,0.75,0.7,1.2,1.05,1.15,1.5,0.7,1.05,1.15,1.5
매콤 닭갈비볶음밥,백철판,0.1,0,0.45,0.55,0.9,0.1,0.45,0.55,0.9,1.2,0.85,0.75,0.4,1.2,0.85,0.75,0.4,0.75,0.7,0.6,1.05,1.15,1.5,0.7,1.05,1.15,1.5
데리야끼닭갈비볶음밥,백철판,0.1,-0.2,0.45,0.55,0.9,0.1,0.45,0.55,0.9,1.2,0.85,0.75,0.4,1.2,0.85,0.75,0.4,0.75,0.7,0.4,1.05,1.15,1.5,0.7,1.05,1.15,1.5
우주떡볶이,백철판,0.1,-0.2,0.45,0.55,0.9,0.15,0.5,0.1,0.45,0.95,0.6,1,0.65,1.4,1.05,0.95,0.6,0.95,0,-0.3,0.35,0.45,0.8,0.05,0.4,0,0.35
부대찌개,백철판,0.1,-0.4,0.45,0.55,0.9,0.1,0.45,0.6,0.95,1.55,1.2,1.05,0.7,1.5,1.15,1.05,0.7,1.05,0.3,-0.2,0.65,0.75,1.1,0.3,0.65,0.8,1.15
대패삼겹살 쌈밥정식,백종원의 元祖쌈밥집,0.1,0,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0.3,0.2,0.1,0.75,0.55,0.3,0.1,0.8,0.6
차돌박이 쌈밥정식,백종원의 元祖쌈밥집,0.1,0,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0.3,0.2,0.1,0.75,0.55,0.3,0.1,0.8,0.6
생삼겹살 쌈밥정식,백종원의 元祖쌈밥집,0.1,0.6,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0.3,0.8,0.1,0.75,0.55,0.3,0.1,0.8,0.6
칼집삼겹살 쌈밥정식,백종원의 元祖쌈밥집,0.1,0.6,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0.3,0.8,0.1,0.75,0.55,0.3,0.1,0.8,0.6
고추장/간장대패제육,백종원의 元祖쌈밥집,0.1,0,-0.1,0.55,0.35,0.15,-0.05,0.6,0.4,1,1.2,0.55,0.75,0.95,1.15,0.5,0.7,0.5,0.3,0.2,0.1,0.75,0.55,0.35,0.15,0.8,0.6
직화불고기 비빔국수,미정국수0410,0.1,0,-0.05,0.55,0.4,0.15,2.78E-17,0.6,0.45,0.95,1.1,0.5,0.65,0.9,1.05,0.45,0.6,0.45,0,-0.1,-0.15,0.45,0.3,0.05,-0.1,0.5,0.35
멸치국수,미정국수0410,0.1,0,0.2,0.55,0.65,0.15,0.25,0.6,0.7,1.2,1.1,0.75,0.65,1.15,1.05,0.7,0.6,0.7,0,-0.1,0.1,0.45,0.55,0.05,0.15,0.5,0.6
만두국수,미정국수0410,0.1,0,0.2,0.55,0.65,0.15,0.25,0.6,0.7,1.2,1.1,0.75,0.65,1.15,1.05,0.7,0.6,0.7,0,-0.1,0.1,0.45,0.55,0.05,0.15,0.5,0.6
얼큰멸치국수,미정국수0410,0.1,0,0.2,0.55,0.65,0.15,0.25,0.6,0.7,1.2,1.1,0.75,0.65,1.15,1.05,0.7,0.6,0.7,0,-0.1,0.1,0.45,0.55,0.05,0.15,0.5,0.6
간비국수,미정국수0410,0.1,0,0.2,0.55,0.65,0.15,0.25,0.6,0.7,1.2,1.1,0.75,0.65,1.15,1.05,0.7,0.6,0.7,0,-0.1,0.1,0.45,0.55,0.05,0.15,0.5,0.6
비빔국수,미정국수0410,0.1,0,-0.05,0.55,0.4,0.15,2.78E-17,0.6,0.45,0.95,1.1,0.5,0.65,0.9,1.05,0.45,0.6,0.45,0,-0.1,-0.15,0.45,0.3,0.05,-0.1,0.5,0.35
코다리비빔국수,미정국수0410,0.1,0,-0.05,0.55,0.4,0.15,2.78E-17,0.6,0.45,0.95,1.1,0.5,0.65,0.9,1.05,0.45,0.6,0.45,0,-0.1,-0.15,0.45,0.3,0.05,-0.1,0.5,0.35
콩국수,미정국수0410,0.1,0,-0.05,0.55,0.4,0.15,2.78E-17,0.6,0.45,0.95,1.1,0.5,0.65,0.9,1.05,0.45,0.6,0.45,0,-0.1,-0.15,0.45,0.3,0.05,-0.1,0.5,0.35
냉국수,미정국수0410,0.1,0,-0.05,0.55,0.4,0.15,2.78E-17,0.6,0.45,0.95,1.1,0.5,0.65,0.9,1.05,0.45,0.6,0.45,0,-0.1,-0.15,0.45,0.3,0.05,-0.1,0.5,0.35
사골국수,미정국수0410,0.1,0,0.2,0.55,0.65,0.15,0.25,0.6,0.7,1.2,1.1,0.75,0.65,1.15,1.05,0.7,0.6,0.7,0,-0.1,0.1,0.45,0.55,0.05,0.15,0.5,0.6
매콤참치덮밥,미정국수0410,0.1,-0.2,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0,-0.3,-0.2,0.45,0.25,0,-0.2,0.5,0.3
김치제육덮밥,미정국수0410,0.1,-0.2,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0,-0.3,-0.2,0.45,0.25,0,-0.2,0.5,0.3
간장불고기덮밥,미정국수0410,0.1,-0.2,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0,-0.3,-0.2,0.45,0.25,0,-0.2,0.5,0.3
제육덮밥,미정국수0410,0.1,-0.2,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0,-0.3,-0.2,0.45,0.25,0,-0.2,0.5,0.3
매콤참치덮밥세트,미정국수0410,0.1,-0.2,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0,-0.3,-0.2,0.45,0.25,0,-0.2,0.5,0.3
김치제육덮밥세트,미정국수0410,0.1,-0.2,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0,-0.3,-0.2,0.45,0.25,0,-0.2,0.5,0.3
간장불고기덮밥세트,미정국수0410,0.1,-0.2,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0,-0.3,-0.2,0.45,0.25,0,-0.2,0.5,0.3
제육덮밥세트,미정국수0410,0.1,-0.2,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,1,1.2,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0,-0.3,-0.2,0.45,0.25,0,-0.2,0.5,0.3
프라임 모둠,돌배기,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
프라임 등심,돌배기,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
프라임 큐브살치,돌배기,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
프라임 수제불고기,돌배기,0.7,0.6,0.8,1.15,1.25,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,0.35,0.45,-0.1,0,-0.1,0,-0.1,0.1,0.45,0.55,0,0.1,0.2,0.3
돌배기,돌배기,0.7,0.6,0.8,1.15,1.25,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,0.35,0.45,-0.1,0,-0.1,0,-0.1,0.1,0.45,0.55,0,0.1,0.2,0.3
황제갈비살,돌배기,0.7,0.6,0.8,1.15,1.25,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,0.35,0.45,-0.1,0,-0.1,0,-0.1,0.1,0.45,0.55,0,0.1,0.2,0.3
삼겹살,돌배기,0.7,1.2,0.8,1.15,1.25,0.7,0.8,0.75,0.85,-0.05,0.05,-0.1,0,0.35,0.45,-0.1,0,-0.1,0,0.5,0.1,0.45,0.55,0,0.1,0.05,0.15
진짜배기해장국,돌배기,0.1,0,0.45,0.55,0.9,0.1,0.45,0.6,0.95,1.55,1.2,1.05,0.7,1.5,1.15,1.05,0.7,1.05,0.3,0.2,0.65,0.75,1.1,0.3,0.65,0.8,1.15
차돌국밥,돌배기,0.1,0,0.45,0.55,0.9,0.1,0.45,0.6,0.95,1.55,1.2,1.05,0.7,1.5,1.15,1.05,0.7,1.05,0.3,0.2,0.65,0.75,1.1,0.3,0.65,0.8,1.15
차돌찌개,돌배기,0.1,0,0.45,0.55,0.9,0.15,0.5,0.6,0.95,1.55,1.2,1.1,0.75,1.5,1.15,1.05,0.7,1.05,0.3,0.2,0.65,0.75,1.1,0.35,0.7,0.8,1.15
뚝불고기,돌배기,0.1,0,0.45,0.55,0.9,0.15,0.5,0.3,0.65,1.25,0.9,1.1,0.75,1.5,1.15,1.05,0.7,1.05,0.3,0.2,0.65,0.75,1.1,0.35,0.7,0.5,0.85
부대찌개,돌배기,0.1,0,0.45,0.55,0.9,0.15,0.5,0.6,0.95,1.55,1.2,1.1,0.75,1.5,1.15,1.05,0.7,1.05,0.3,0.2,0.65,0.75,1.1,0.35,0.7,0.8,1.15
차돌두루치기,돌배기,0.1,0,0.45,0.55,0.9,0.15,0.5,0.3,0.65,0.95,0.6,0.8,0.45,1.2,0.85,0.75,0.4,0.75,0,-0.1,0.35,0.45,0.8,0.05,0.4,0.2,0.55
돌배기대창찌개,돌배기,0.1,0.05,0.3,0.55,0.75,0.15,0.35,0.6,0.8,1.4,1.2,0.95,0.75,1.35,1.15,0.9,0.7,0.9,0.3,0.25,0.5,0.75,0.95,0.35,0.55,0.8,1
매콤비빔당면,돌배기,0.1,0.1,-0.05,0.1,-0.05,0.1,-0.05,0.6,0.45,0.95,1.1,0.45,0.6,0.45,0.6,0.45,0.6,0.45,0,0,-0.15,0,-0.15,0,-0.15,0.5,0.35
옥수수냉면(물/비빔),돌배기,0.1,-0.25,-0.05,0.1,-0.05,0.5,0.35,0.6,0.45,0.95,1.1,0.85,1,0.45,0.6,0.45,0.6,0.45,0,-0.35,-0.15,0,-0.15,0.4,0.25,0.5,0.35
구워먹는치즈,돌배기,0,0,-0.35,0,-0.35,0,-0.35,0,-0.35,-0.35,0,-0.35,0,-0.35,0,-0.35,0,-0.35,0,0,-0.35,0,-0.35,0,-0.35,0,-0.35
한입주먹밥,돌배기,0.1,0,0.45,0.1,0.45,0.1,0.45,0.6,0.95,1.45,1.1,0.95,0.6,0.95,0.6,0.95,0.6,0.95,0,-0.1,0.35,0,0.35,0,0.35,0.5,0.85
우삼겹,본가,0.7,1.2,0.8,0.7,0.8,0.75,0.85,0.75,0.85,-0.05,0.05,-0.05,0.05,-0.1,0,-0.1,0,-0.1,0,0.5,0.1,0,0.1,0.05,0.15,0.05,0.15
매운우삼겹,본가,0.7,1.2,0.8,0.7,0.8,0.75,0.85,0.75,0.85,-0.05,0.05,-0.05,0.05,-0.1,0,-0.1,0,-0.1,0,0.5,0.1,0,0.1,0.05,0.15,0.05,0.15
본가모둠,본가,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
꽃살,본가,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
안창살,본가,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
갈비살,본가,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
LA통갈비,본가,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
숯불아차살,본가,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.9,1,0.1,0.2,-0.1,0,-0.1,0,-0.1,0,-0.1,0,0,0.1,0,0.1,0,0.1,0.2,0.3
돼지삼겹,본가,0.7,1.2,0.8,0.7,0.8,0.75,0.85,0.75,0.85,-0.05,0.05,-0.05,0.05,-0.1,0,-0.1,0,-0.1,0,0.5,0.1,0,0.1,0.05,0.15,0.05,0.15
새우구이,본가,0.9,0.9,1.25,0.7,1.05,0.75,1.1,0.7,1.05,0.35,0,0.4,0.05,0.35,0,0.55,0.2,0.55,0.2,0.2,0.55,0,0.35,0.05,0.4,0,0.35
치즈떡사리,본가,0,-0.3,-0.35,0,-0.35,0,-0.35,0,-0.35,-0.35,0,-0.35,0,-0.35,0,-0.35,0,-0.35,0,-0.3,-0.35,0,-0.35,0,-0.35,0,-0.35
우삼겹정식,본가,0.1,0.6,-0.1,0.55,0.35,0.1,-0.1,0.15,-0.05,0.55,0.75,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0.3,0.8,0.1,0.75,0.55,0.3,0.1,0.35,0.15
옛날불고기정식,본가,0.1,0,-0.1,0.55,0.35,0.1,-0.1,0.15,-0.05,0.55,0.75,0.5,0.7,0.95,1.15,0.5,0.7,0.5,0.3,0.2,0.1,0.75,0.55,0.3,0.1,0.35,0.15
옛날불고기,본가,0.1,0,0.2,0.55,0.65,0.15,0.25,0.3,0.4,0.8,0.9,0.65,0.75,1.05,1.15,0.6,0.7,0.6,0.3,0.2,0.4,0.75,0.85,0.35,0.45,0.5,0.6
차돌된장찌개,본가,0.1,0,0.5,0.55,0.95,0.15,0.55,0.6,1,1.6,1.2,1.15,0.75,1.55,1.15,1.1,0.7,1.1,0.3,0.2,0.7,0.75,1.15,0.35,0.75,0.8,1.2
갈비탕,본가,0.1,0,0.5,0.55,0.95,0.2,0.6,0.6,1,1.6,1.2,1.2,0.8,1.55,1.15,1.1,0.7,1.1,0.3,0.2,0.7,0.75,1.15,0.4,0.8,0.8,1.2
본가비빔밥,본가,0.1,0,-0.1,0.55,0.35,0.1,-0.1,0.6,0.4,0.4,0.6,-0.1,0.1,0.35,0.55,-0.1,0.1,-0.1,0.4,0.3,0.2,0.85,0.65,0.4,0.2,0.9,0.7
본가냉면,본가,0.1,-0.25,-0.05,0.55,0.4,0.5,0.35,0.6,0.45,0.95,1.1,0.85,1,0.9,1.05,0.45,0.6,0.45,0,-0.35,-0.15,0.45,0.3,0.4,0.25,0.5,0.35
비빔냉면,본가,0.1,-0.25,-0.05,0.55,0.4,0.5,0.35,0.6,0.45,0.95,1.1,0.85,1,0.9,1.05,0.45,0.6,0.45,0,-0.35,-0.15,0.45,0.3,0.4,0.25,0.5,0.35
